00000 TOP FRAG%%%%%NP 0.000225954658432 
00001 TOP SBAR 0.000577439682659 
00002 TOP SINV 0.0447390223695 
00003 TOP ADJP 0.000150636438955 
00004 TOP FRAG%%%%%ADVP 2.51060731591e-05 
00005 TOP PP 0.000451909316864 
00006 TOP NP%%%%%S 2.51060731591e-05 
00007 TOP UCP 0.000301272877909 
00008 TOP PRN 0.000225954658432 
00009 TOP FRAG%%%%%SBAR 7.53182194773e-05 
00010 TOP FRAG%%%%%PP 7.53182194773e-05 
00011 TOP NP 0.0321357736436 
00012 TOP X%%%%%ADVP 2.51060731591e-05 
00013 TOP X%%%%%SBARQ 2.51060731591e-05 
00014 TOP FRAG 0.00577439682659 
00015 TOP S%%%%%VP 0.000376591097386 
00016 TOP INTJ 0.000351485024227 
00017 TOP VP 0.000200848585273 
00018 TOP SBARQ 0.00321357736436 
00019 TOP X 0.000853606487409 
00020 TOP ADVP 0.000175742512114 
00021 TOP FRAG%%%%%WHADVP 2.51060731591e-05 
00022 TOP SQ 0.00241018302327 
00023 TOP S 0.907559438628 
48460 JJ inefficient 0.000163353316889 
48461 JJ continuous 1.63353316889e-05 
48462 JJ buy-now 1.63353316889e-05 
48463 JJ untried 1.63353316889e-05 
48464 JJ ambulatory 1.63353316889e-05 
48465 JJ elusive 6.53413267556e-05 
48466 JJ once-cozy 3.26706633778e-05 
48467 JJ Preliminary 1.63353316889e-05 
48468 JJ bio-analytical 1.63353316889e-05 
48469 JJ exclusionary 1.63353316889e-05 
48470 JJ doddering 3.26706633778e-05 
48471 JJ self-employed 9.80119901335e-05 
48472 JJ midtown 3.26706633778e-05 
48473 JJ protected 3.26706633778e-05 
48474 JJ venture 1.63353316889e-05 
48475 JJ lowest-priced 1.63353316889e-05 
48476 JJ stubby 1.63353316889e-05 
48477 JJ seventh-largest 1.63353316889e-05 
48478 JJ fifth-consecutive 1.63353316889e-05 
48479 JJ 20-story 1.63353316889e-05 
48480 JJ non-voting 1.63353316889e-05 
48481 JJ 190.58-point 9.80119901335e-05 
48482 JJ occupied 4.90059950667e-05 
48483 JJ waste-to-energy 3.26706633778e-05 
48484 JJ stopgap 1.63353316889e-05 
48485 JJ half-acre 1.63353316889e-05 
48486 JJ efficient 0.000506395282356 
48487 JJ Sugarman-led 1.63353316889e-05 
48488 JJ shocked 4.90059950667e-05 
48489 JJ steel-reinforced 1.63353316889e-05 
48490 JJ Undaunted 1.63353316889e-05 
48491 JJ potential 0.00213992845125 
48492 JJ 4.2-ton 1.63353316889e-05 
48493 JJ current-generation 1.63353316889e-05 
48494 JJ green 0.000163353316889 
48495 JJ personalized 1.63353316889e-05 
48496 JJ collapsed 0.000114347321822 
48497 JJ amiable 3.26706633778e-05 
48498 JJ normal 0.000865772579512 
48499 JJ Healthy 1.63353316889e-05 
48500 JJ semi-professional 1.63353316889e-05 
48501 JJ earthquake-resistant 1.63353316889e-05 
48502 JJ hairyknuckled 1.63353316889e-05 
48503 JJ Spirited 1.63353316889e-05 
48504 JJ beta 4.90059950667e-05 
48505 JJ incentive-maximizing 1.63353316889e-05 
48506 JJ canny 1.63353316889e-05 
48507 JJ coveted 4.90059950667e-05 
48508 JJ well-intentioned 4.90059950667e-05 
48509 JJ beachfront 1.63353316889e-05 
48510 JJ surprising 0.000506395282356 
48511 JJ untapped 6.53413267556e-05 
48512 JJ foreign-investment 1.63353316889e-05 
48513 JJ Duty-free 1.63353316889e-05 
48514 JJ Line-item 1.63353316889e-05 
48515 JJ watered-down 4.90059950667e-05 
48516 JJ precise 0.0001470179852 
48517 JJ deficit-racked 1.63353316889e-05 
48518 JJ contemporary 0.000114347321822 
48519 JJ non-patent 1.63353316889e-05 
48520 JJ high-profile 8.16766584445e-05 
48521 JJ infested 1.63353316889e-05 
48522 JJ pluri-party 1.63353316889e-05 
48523 JJ Rubenesquely 1.63353316889e-05 
48524 JJ stormy 1.63353316889e-05 
48525 JJ non-recourse 1.63353316889e-05 
48526 JJ Overbuilt 1.63353316889e-05 
48527 JJ analytic 1.63353316889e-05 
48528 JJ black 0.00182955714916 
48529 JJ patient-physician 1.63353316889e-05 
48530 JJ program-trade 1.63353316889e-05 
48531 JJ ranking 9.80119901335e-05 
48532 JJ non-invasive 4.90059950667e-05 
48533 JJ muni 4.90059950667e-05 
48534 JJ 28%-owned 1.63353316889e-05 
48535 JJ undetected 1.63353316889e-05 
48536 JJ Large 0.000130682653511 
48537 JJ unimportant 3.26706633778e-05 
48538 JJ unethical 4.90059950667e-05 
48539 JJ secondary 0.000555401277423 
48540 JJ nouveau 1.63353316889e-05 
48541 JJ 4,800-acre 1.63353316889e-05 
48542 JJ median 6.53413267556e-05 
48543 JJ supply-demand 4.90059950667e-05 
48544 JJ stupid 9.80119901335e-05 
48545 JJ limited-production 1.63353316889e-05 
48546 JJ finishing 3.26706633778e-05 
48547 JJ worrying 3.26706633778e-05 
48548 JJ Late 4.90059950667e-05 
48549 JJ heavier-than-normal 1.63353316889e-05 
48550 JJ relative 0.000375712628845 
48551 JJ seven-point 1.63353316889e-05 
48552 JJ anti-prostitution 1.63353316889e-05 
48553 JJ unaltered 1.63353316889e-05 
48554 JJ penny-stock 3.26706633778e-05 
48555 JJ Ky.-based 1.63353316889e-05 
48556 JJ cost-benefit 1.63353316889e-05 
48557 JJ satisfying 3.26706633778e-05 
48558 JJ steadfast 1.63353316889e-05 
48559 JJ hand-picked 1.63353316889e-05 
48560 JJ get-out-the-vote 1.63353316889e-05 
48561 JJ ultra-thin 1.63353316889e-05 
48562 JJ pilot-management 1.63353316889e-05 
48563 JJ enough 0.00125782054005 
48564 JJ geometric 1.63353316889e-05 
48565 JJ ruptured 1.63353316889e-05 
48566 JJ oversized 4.90059950667e-05 
48567 JJ affordable 8.16766584445e-05 
48568 JJ august 1.63353316889e-05 
48569 JJ parent 0.000114347321822 
48570 JJ parental 9.80119901335e-05 
48571 JJ pained 1.63353316889e-05 
48572 JJ tacit 3.26706633778e-05 
48573 JJ real-life 1.63353316889e-05 
48574 JJ cervical 1.63353316889e-05 
48575 JJ top-rated 1.63353316889e-05 
48576 JJ under-performing 1.63353316889e-05 
48577 JJ buglike 1.63353316889e-05 
48578 JJ defense-equipment 1.63353316889e-05 
48579 JJ uneconomic 1.63353316889e-05 
48580 JJ sketchy 8.16766584445e-05 
48581 JJ jovial 1.63353316889e-05 
48582 JJ dated 4.90059950667e-05 
48583 JJ traded 6.53413267556e-05 
48584 JJ all-day 1.63353316889e-05 
48585 JJ cornered 3.26706633778e-05 
48586 JJ terse 1.63353316889e-05 
48587 JJ catbird 1.63353316889e-05 
48588 JJ stretched 3.26706633778e-05 
48589 JJ unassuming 1.63353316889e-05 
48590 JJ specialty-material 1.63353316889e-05 
48591 JJ disciplinary 0.0001470179852 
48592 JJ laudable 3.26706633778e-05 
48593 JJ sensible 4.90059950667e-05 
48594 JJ unusual 0.000865772579512 
48595 JJ government-imposed 1.63353316889e-05 
48596 JJ mindful 1.63353316889e-05 
48597 JJ capable 0.000245029975334 
48598 JJ all-too-familiar 1.63353316889e-05 
48599 JJ unconsolidated 0.000114347321822 
48600 JJ wobbly 3.26706633778e-05 
48601 JJ compelling 9.80119901335e-05 
48602 JJ trading-oriented 1.63353316889e-05 
48603 JJ four-game 0.000114347321822 
48604 JJ offered 6.53413267556e-05 
48605 JJ dramatic 0.000441053955601 
48606 JJ sound 0.000196023980267 
48607 JJ whooosh 1.63353316889e-05 
48608 JJ yearling 1.63353316889e-05 
48609 JJ 32-nation 1.63353316889e-05 
48610 JJ client-service 1.63353316889e-05 
48611 JJ abortion-funding 1.63353316889e-05 
48612 JJ unreported 4.90059950667e-05 
48613 JJ promising 0.000114347321822 
48614 JJ paper-and-crayon 1.63353316889e-05 
48615 JJ margin 1.63353316889e-05 
48616 JJ major-party 3.26706633778e-05 
48617 JJ interest-bearing 4.90059950667e-05 
48618 JJ unpolitical 1.63353316889e-05 
48619 JJ investor-relations 1.63353316889e-05 
48620 JJ middle 0.000212359311956 
48621 JJ sudden 0.000571736609112 
48622 JJ church-state 1.63353316889e-05 
48623 JJ obnoxious 3.26706633778e-05 
48624 JJ everyday 0.000130682653511 
48625 JJ different 0.00200924579774 
48626 JJ harsh 9.80119901335e-05 
48627 JJ cotton-ginning 1.63353316889e-05 
48628 JJ same 0.00491693483836 
48629 JJ 34-page 1.63353316889e-05 
48630 JJ clammy 1.63353316889e-05 
48631 JJ Chernobyl-type 1.63353316889e-05 
48632 JJ struggling 1.63353316889e-05 
48633 JJ extended 0.000114347321822 
48634 JJ third-party 6.53413267556e-05 
48635 JJ running 4.90059950667e-05 
48636 JJ 60%-held 1.63353316889e-05 
48637 JJ hurricane-stricken 1.63353316889e-05 
48638 JJ Indian-summer 1.63353316889e-05 
48639 JJ intermittent 3.26706633778e-05 
48640 JJ third-ranking 1.63353316889e-05 
48641 JJ coming-of-age 1.63353316889e-05 
48642 JJ substantive 6.53413267556e-05 
48643 JJ four-page 3.26706633778e-05 
48644 JJ accountable 6.53413267556e-05 
48645 JJ uncomplicated 3.26706633778e-05 
48646 JJ amazed 1.63353316889e-05 
48647 JJ overcrowding 1.63353316889e-05 
48648 JJ outdoor 4.90059950667e-05 
48649 JJ asset-backed 0.000506395282356 
48650 JJ 250-megawatt 1.63353316889e-05 
48651 JJ French-made 1.63353316889e-05 
48652 JJ unofficial 4.90059950667e-05 
48653 JJ reputable 0.0001470179852 
48654 JJ doctoral 3.26706633778e-05 
48655 JJ orchid-strewn 1.63353316889e-05 
48656 JJ property-price 1.63353316889e-05 
48657 JJ sound\/graphics 1.63353316889e-05 
48658 JJ electrical 0.000326706633778 
48659 JJ extensive 0.000359377297156 
48660 JJ price-determination 1.63353316889e-05 
48661 JJ nonconvertible 1.63353316889e-05 
48662 JJ intracompany 1.63353316889e-05 
48663 JJ disappointed 0.0001470179852 
48664 JJ grim 0.0001470179852 
48665 JJ 51-cash 1.63353316889e-05 
48666 JJ gossipy 3.26706633778e-05 
48667 JJ social-welfare 1.63353316889e-05 
48668 JJ London 3.26706633778e-05 
48669 JJ market-based 1.63353316889e-05 
48670 JJ profit-sharing 1.63353316889e-05 
48671 JJ trillion-dollar 1.63353316889e-05 
48672 JJ Amazing 3.26706633778e-05 
48673 JJ specified 8.16766584445e-05 
48674 JJ New 0.000392047960534 
48675 JJ Net 0.000669748599245 
48676 JJ matching 4.90059950667e-05 
48677 JJ booming 0.000130682653511 
48678 JJ gross 0.000686083930934 
48679 JJ baseball-card 1.63353316889e-05 
48680 JJ food-importing 3.26706633778e-05 
48681 JJ colonial 3.26706633778e-05 
48682 JJ tailor-made 3.26706633778e-05 
48683 JJ critical 0.000735089926001 
48684 JJ defense-electronics 1.63353316889e-05 
48685 JJ moderate 0.000490059950667 
48686 JJ Pan-American 1.63353316889e-05 
48687 JJ intravenous 1.63353316889e-05 
48688 JJ apocalyptic 1.63353316889e-05 
48689 JJ earnings-limit 1.63353316889e-05 
48690 JJ one-tenth 1.63353316889e-05 
48691 JJ manufactured 4.90059950667e-05 
48692 JJ notable 8.16766584445e-05 
48693 JJ broken 0.000179688648578 
48694 JJ despicable 1.63353316889e-05 
48695 JJ Sure 1.63353316889e-05 
48696 JJ budget-priced 1.63353316889e-05 
48697 JJ California-bashing 1.63353316889e-05 
48698 JJ 80%-owned 4.90059950667e-05 
48699 JJ 58-a-share 1.63353316889e-05 
48700 JJ practical 0.000196023980267 
48701 JJ demonic 3.26706633778e-05 
48702 JJ mixed 0.000539065945734 
48703 JJ program-selling 1.63353316889e-05 
48704 JJ provisional 0.000163353316889 
48705 JJ retail-banking 1.63353316889e-05 
48706 JJ purported 3.26706633778e-05 
48707 JJ fertile 1.63353316889e-05 
48708 JJ two-day 0.000163353316889 
48709 JJ industrial-gases 1.63353316889e-05 
48710 JJ skilled 6.53413267556e-05 
48711 JJ unnerved 1.63353316889e-05 
48712 JJ Heady 1.63353316889e-05 
48713 JJ short-run 1.63353316889e-05 
48714 JJ one-fifth 3.26706633778e-05 
48715 JJ Second-tier 1.63353316889e-05 
48716 JJ brute 1.63353316889e-05 
48717 JJ Tbond 1.63353316889e-05 
48718 JJ suject 1.63353316889e-05 
48719 JJ Battle-tested 1.63353316889e-05 
48720 JJ decisive 6.53413267556e-05 
48721 JJ Anti-Jones 1.63353316889e-05 
48722 JJ iambic 1.63353316889e-05 
48723 JJ 161-day 1.63353316889e-05 
48724 JJ undamaged 4.90059950667e-05 
48725 JJ fanatic 1.63353316889e-05 
48726 JJ unsettled 0.000130682653511 
48727 JJ fast-track 1.63353316889e-05 
48728 JJ sophisticated 0.000539065945734 
48729 JJ wind-swept 1.63353316889e-05 
48730 JJ belated 1.63353316889e-05 
48731 JJ shortterm 1.63353316889e-05 
48732 JJ flamboyant 0.000114347321822 
48733 JJ romantic 9.80119901335e-05 
48734 JJ co-chief 8.16766584445e-05 
48735 JJ grudging 3.26706633778e-05 
48736 JJ Soviet-Israeli 1.63353316889e-05 
48737 JJ 300-megawatt 1.63353316889e-05 
48738 JJ Angeles-based 0.000261365307023 
48739 JJ powerless 1.63353316889e-05 
48740 JJ rail-traffic 1.63353316889e-05 
48741 JJ deep 0.000375712628845 
48742 JJ fellow 0.000261365307023 
48743 JJ Milan-based 1.63353316889e-05 
48744 JJ IBM-remarketer 1.63353316889e-05 
48745 JJ single-adjudicator 1.63353316889e-05 
48746 JJ tedious 1.63353316889e-05 
48747 JJ selfish 1.63353316889e-05 
48748 JJ 20-to-30-mile 1.63353316889e-05 
48749 JJ personnel 1.63353316889e-05 
48750 JJ Montreal-based 3.26706633778e-05 
48751 JJ hybrid 0.000196023980267 
48752 JJ private-banking 3.26706633778e-05 
48753 JJ fruitless 8.16766584445e-05 
48754 JJ million-a-year 1.63353316889e-05 
48755 JJ custom-made 1.63353316889e-05 
48756 JJ forbidding-looking 1.63353316889e-05 
48757 JJ important 0.00284234771387 
48758 JJ equitable 1.63353316889e-05 
48759 JJ prudent 0.0001470179852 
48760 JJ Major 0.000130682653511 
48761 JJ local-government 1.63353316889e-05 
48762 JJ remote 6.53413267556e-05 
48763 JJ fraught 3.26706633778e-05 
48764 JJ collegiate 1.63353316889e-05 
48765 JJ Thermal 1.63353316889e-05 
48766 JJ husky 1.63353316889e-05 
48767 JJ deluxe 1.63353316889e-05 
48768 JJ starting 3.26706633778e-05 
48769 JJ Waning 1.63353316889e-05 
48770 JJ hooked 3.26706633778e-05 
48771 JJ suburban 0.000261365307023 
48772 JJ ever-narrowing 1.63353316889e-05 
48773 JJ half-owned 1.63353316889e-05 
48774 JJ cooperative 0.000163353316889 
48775 JJ rocket-like 1.63353316889e-05 
48776 JJ reluctant 0.000457389287289 
48777 JJ shattered 1.63353316889e-05 
48778 JJ Byzantine 1.63353316889e-05 
48779 JJ inexhaustible 1.63353316889e-05 
48780 JJ investigational 3.26706633778e-05 
48781 JJ decade-long 4.90059950667e-05 
48782 JJ hideous 1.63353316889e-05 
48783 JJ 20%-a-year 1.63353316889e-05 
48784 JJ PRIME 0.000228694643645 
48785 JJ premium 0.000114347321822 
48786 JJ straightforward 1.63353316889e-05 
48787 JJ iconoclastic 1.63353316889e-05 
48788 JJ rambunctious 1.63353316889e-05 
48789 JJ ad-supported 1.63353316889e-05 
48790 JJ subterranean 1.63353316889e-05 
48791 JJ alma 1.63353316889e-05 
48792 JJ grand-jury 3.26706633778e-05 
48793 JJ unsuspected 3.26706633778e-05 
48794 JJ applicable 9.80119901335e-05 
48795 JJ 79-year-old 3.26706633778e-05 
48796 JJ biological 8.16766584445e-05 
48797 JJ 20th 0.000130682653511 
48798 JJ portable 0.000212359311956 
48799 JJ preposterous 1.63353316889e-05 
48800 JJ nonperforming 8.16766584445e-05 
48801 JJ Only 4.90059950667e-05 
48802 JJ 42-year 1.63353316889e-05 
48803 JJ hard-to-fault 1.63353316889e-05 
48804 JJ corrosion-resistant 3.26706633778e-05 
48805 JJ further 0.00199291046605 
48806 JJ affable 1.63353316889e-05 
48807 JJ illogical 1.63353316889e-05 
48808 JJ short-lived 8.16766584445e-05 
48809 JJ judicious 1.63353316889e-05 
48810 JJ ongoing 0.000163353316889 
48811 JJ everlasting 1.63353316889e-05 
48812 JJ public 0.00377346162014 
48813 JJ outgoing 3.26706633778e-05 
48814 JJ 12-cent-a-share 1.63353316889e-05 
48815 JJ anti-union 3.26706633778e-05 
48816 JJ disastrous 4.90059950667e-05 
48817 JJ fifth-generation 1.63353316889e-05 
48818 JJ Whole 1.63353316889e-05 
48819 JJ disinflationary 1.63353316889e-05 
48820 JJ bible 1.63353316889e-05 
48821 JJ feminine-care 1.63353316889e-05 
48822 JJ hard-earned 1.63353316889e-05 
48823 JJ 42-branch 1.63353316889e-05 
48824 JJ uncharted 3.26706633778e-05 
48825 JJ published 1.63353316889e-05 
48826 JJ anti-Soviet 4.90059950667e-05 
48827 JJ common-sense 1.63353316889e-05 
48828 JJ narrow 0.000457389287289 
48829 JJ whimsical 3.26706633778e-05 
48830 JJ cowardly 1.63353316889e-05 
48831 JJ self-imposed 3.26706633778e-05 
48832 JJ armed 9.80119901335e-05 
48833 JJ LEBANESE 1.63353316889e-05 
48834 JJ long-held 3.26706633778e-05 
48835 JJ distinct 9.80119901335e-05 
48836 JJ doll-sized 1.63353316889e-05 
48837 JJ 71%-controlled 1.63353316889e-05 
48838 JJ non-economical 1.63353316889e-05 
48839 JJ sincere 1.63353316889e-05 
48840 JJ money-management 3.26706633778e-05 
48841 JJ Glamorous 1.63353316889e-05 
48842 JJ wood-grain 1.63353316889e-05 
48843 JJ FEDERAL 0.000212359311956 
48844 JJ staggering 9.80119901335e-05 
48845 JJ brisk 0.000179688648578 
48846 JJ American 0.00370812029338 
48847 JJ grisly 4.90059950667e-05 
48848 JJ advanced-technology 1.63353316889e-05 
48849 JJ particular 0.000996455233024 
48850 JJ forfeitable 1.63353316889e-05 
48851 JJ unnumbered 1.63353316889e-05 
48852 JJ unwritten 3.26706633778e-05 
48853 JJ taut 1.63353316889e-05 
48854 JJ specialized 4.90059950667e-05 
48855 JJ stubborn 3.26706633778e-05 
48856 JJ deficit-cutting 3.26706633778e-05 
48857 JJ sound-alike 1.63353316889e-05 
48858 JJ mainline 1.63353316889e-05 
48859 JJ current-account 6.53413267556e-05 
48860 JJ minimum 0.000767760589379 
48861 JJ purchased 1.63353316889e-05 
48862 JJ sharp 0.00135583253018 
48863 JJ awkward 6.53413267556e-05 
48864 JJ flawless 1.63353316889e-05 
48865 JJ subminimum 4.90059950667e-05 
48866 JJ 13-nation 1.63353316889e-05 
48867 JJ pressing 3.26706633778e-05 
48868 JJ low-risk 6.53413267556e-05 
48869 JJ sacred 4.90059950667e-05 
48870 JJ worst-performing 1.63353316889e-05 
48871 JJ options-trading 1.63353316889e-05 
48872 JJ big-risk 1.63353316889e-05 
48873 JJ incorporated 3.26706633778e-05 
48874 JJ petite 1.63353316889e-05 
48875 JJ inflationary 4.90059950667e-05 
48876 JJ par 0.000359377297156 
48877 JJ fast-growing 0.000130682653511 
48878 JJ uninspired 4.90059950667e-05 
48879 JJ coming 0.000375712628845 
48880 JJ 2.90-mark 1.63353316889e-05 
48881 JJ hair-trigger 1.63353316889e-05 
48882 JJ Japanese-made 1.63353316889e-05 
48883 JJ crowded 8.16766584445e-05 
48884 JJ funds-service 3.26706633778e-05 
48885 JJ crippling 3.26706633778e-05 
48886 JJ retail-sales 1.63353316889e-05 
48887 JJ in-home 1.63353316889e-05 
48888 JJ Afrikaner 4.90059950667e-05 
48889 JJ playing 1.63353316889e-05 
48890 JJ infant 1.63353316889e-05 
48891 JJ Texan 1.63353316889e-05 
48892 JJ rounded 1.63353316889e-05 
48893 JJ Ba3 3.26706633778e-05 
48894 JJ oblique 1.63353316889e-05 
48895 JJ art-dealing 1.63353316889e-05 
48896 JJ industrial 0.00215626378294 
48897 JJ through 1.63353316889e-05 
48898 JJ rat-a-tat-tat 1.63353316889e-05 
48899 JJ arrogant 9.80119901335e-05 
48900 JJ hundredth 1.63353316889e-05 
48901 JJ comedic 3.26706633778e-05 
48902 JJ officious 1.63353316889e-05 
48903 JJ handheld 1.63353316889e-05 
48904 JJ late 0.00369178496169 
48905 JJ microscopic 4.90059950667e-05 
48906 JJ heartstopping 1.63353316889e-05 
48907 JJ bereft 1.63353316889e-05 
48908 JJ good 0.00537432412565 
48909 JJ postwar 0.000114347321822 
48910 JJ odd-lot 1.63353316889e-05 
48911 JJ neophyte 1.63353316889e-05 
48912 JJ encouraging 0.0001470179852 
48913 JJ Bad 1.63353316889e-05 
48914 JJ Reagan-like 1.63353316889e-05 
48915 JJ compound 4.90059950667e-05 
48916 JJ prejudiced 1.63353316889e-05 
48917 JJ nine-point 1.63353316889e-05 
48918 JJ Polished 1.63353316889e-05 
48919 JJ pregnant 0.000310371302089 
48920 JJ home-state 3.26706633778e-05 
48921 JJ micro 1.63353316889e-05 
48922 JJ right-hand 1.63353316889e-05 
48923 JJ deteriorated 1.63353316889e-05 
48924 JJ rip-roaring 1.63353316889e-05 
48925 JJ repeating 1.63353316889e-05 
48926 JJ integrated-circuit 1.63353316889e-05 
48927 JJ 14-judge 1.63353316889e-05 
48928 JJ exquisite 1.63353316889e-05 
48929 JJ paper-company 1.63353316889e-05 
48930 JJ mental 3.26706633778e-05 
48931 JJ hard 0.00192756913929 
48932 JJ deployable 1.63353316889e-05 
48933 JJ dullish 1.63353316889e-05 
48934 JJ nine-cent 1.63353316889e-05 
48935 JJ off-price 1.63353316889e-05 
48936 JJ ripple 1.63353316889e-05 
48937 JJ non-pregnant 1.63353316889e-05 
48938 JJ Criminal 1.63353316889e-05 
48939 JJ thick 0.000114347321822 
48940 JJ sub-minimum 1.63353316889e-05 
48941 JJ uninvited 4.90059950667e-05 
48942 JJ effete 1.63353316889e-05 
48943 JJ projected 1.63353316889e-05 
48944 JJ acting 3.26706633778e-05 
48945 JJ longtime 0.000245029975334 
48946 JJ non-working 1.63353316889e-05 
48947 JJ tiresome 1.63353316889e-05 
48948 JJ cement-mixing 1.63353316889e-05 
48949 JJ pathetic 1.63353316889e-05 
48950 JJ pre-recorded 1.63353316889e-05 
48951 JJ financial-planning 4.90059950667e-05 
48952 JJ pleasant 3.26706633778e-05 
48953 JJ extraordinary 0.000669748599245 
48954 JJ giveaway 3.26706633778e-05 
48955 JJ backed 1.63353316889e-05 
48956 JJ Tax-exempt 1.63353316889e-05 
48957 JJ 79-cents-a-pound 1.63353316889e-05 
48958 JJ anti-monopoly 4.90059950667e-05 
48959 JJ much-heralded 1.63353316889e-05 
48960 JJ cash-management 1.63353316889e-05 
48961 JJ shareholder-owned 3.26706633778e-05 
48962 JJ indebted 4.90059950667e-05 
48963 JJ soot-stained 1.63353316889e-05 
48964 JJ read-my-lips 1.63353316889e-05 
48965 JJ long-yardage 1.63353316889e-05 
48966 JJ indeterminate 1.63353316889e-05 
48967 JJ then-52 1.63353316889e-05 
48968 JJ non-volatile 1.63353316889e-05 
48969 JJ synthetic-leather 1.63353316889e-05 
48970 JJ modish 1.63353316889e-05 
48971 JJ joint-venture 6.53413267556e-05 
48972 JJ 5th 4.90059950667e-05 
48973 JJ anti-clotting 1.63353316889e-05 
48974 JJ single-owner 1.63353316889e-05 
48975 JJ obligatory 1.63353316889e-05 
48976 JJ Environmental 9.80119901335e-05 
48977 JJ pest-control 3.26706633778e-05 
48978 JJ sizable 0.000212359311956 
48979 JJ favorable 0.000457389287289 
48980 JJ gruesome 3.26706633778e-05 
48981 JJ unobtrusive 1.63353316889e-05 
48982 JJ four-day 0.000114347321822 
48983 JJ peaked 3.26706633778e-05 
48984 JJ Arizona-related 1.63353316889e-05 
48985 JJ Raw-steel 1.63353316889e-05 
48986 JJ three-day-old 1.63353316889e-05 
48987 JJ businesslike 4.90059950667e-05 
48988 JJ spirited 3.26706633778e-05 
48989 JJ incentive-reduced 1.63353316889e-05 
48990 JJ contrary 9.80119901335e-05 
48991 JJ supposed 1.63353316889e-05 
48992 JJ sedate 1.63353316889e-05 
48993 JJ 150,000-barrel-a-day 1.63353316889e-05 
48994 JJ interactive 4.90059950667e-05 
48995 JJ U.S.-dominated 1.63353316889e-05 
48996 JJ lilting 1.63353316889e-05 
48997 JJ pro-Reagan 1.63353316889e-05 
48998 JJ urban 0.000424718623912 
48999 JJ semi-obscure 1.63353316889e-05 
49000 JJ left-handed 1.63353316889e-05 
49001 JJ Amusing 1.63353316889e-05 
49002 JJ 1-million-plus 1.63353316889e-05 
49003 JJ fading 1.63353316889e-05 
49004 JJ collateralized 6.53413267556e-05 
49005 JJ schizoid 1.63353316889e-05 
49006 JJ Ukrainian 1.63353316889e-05 
49007 JJ 2,500-per-job 1.63353316889e-05 
49008 JJ fiscal-third 1.63353316889e-05 
49009 JJ Arab 0.000179688648578 
49010 JJ old-name 1.63353316889e-05 
49011 JJ appellate 0.000163353316889 
49012 JJ hub-and-spoke 1.63353316889e-05 
49013 JJ serene 4.90059950667e-05 
49014 JJ easygoing 3.26706633778e-05 
49015 JJ most-strident 1.63353316889e-05 
49016 JJ HDTV-screen 1.63353316889e-05 
49017 JJ 20,000-gallon 1.63353316889e-05 
49018 JJ medium-sized 0.0001470179852 
49019 JJ state-of-the-art 4.90059950667e-05 
49020 JJ single-premium 3.26706633778e-05 
49021 JJ Common 8.16766584445e-05 
49022 JJ significant 0.00179688648578 
49023 JJ non-interventionist 1.63353316889e-05 
49024 JJ then-senior 1.63353316889e-05 
49025 JJ First-round 1.63353316889e-05 
49026 JJ humanitarian 0.0001470179852 
49027 JJ money-supply 1.63353316889e-05 
49028 JJ charitable 0.0001470179852 
49029 JJ seething 3.26706633778e-05 
49030 JJ mammoth 1.63353316889e-05 
49031 JJ scattered 3.26706633778e-05 
49032 JJ athlete-payoff 1.63353316889e-05 
49033 JJ blue-ribbon 1.63353316889e-05 
49034 JJ poor-quality 1.63353316889e-05 
49035 JJ malignant 0.000114347321822 
49036 JJ contorted 1.63353316889e-05 
49037 JJ 100-acre 1.63353316889e-05 
49038 JJ fine 0.000359377297156 
49039 JJ cellular-telephone 1.63353316889e-05 
49040 JJ one-yen 4.90059950667e-05 
49041 JJ giant 0.00060440727249 
49042 JJ 22-rated 1.63353316889e-05 
49043 JJ nervous 0.000457389287289 
49044 JJ 15-month 1.63353316889e-05 
49045 JJ quake-inflicted 1.63353316889e-05 
49046 JJ unhappy 0.0001470179852 
49047 JJ convoluted 1.63353316889e-05 
49048 JJ life-style 1.63353316889e-05 
49049 JJ merged 0.000114347321822 
49050 JJ intractable 3.26706633778e-05 
49051 JJ City-based 1.63353316889e-05 
49052 JJ express 1.63353316889e-05 
49053 JJ Favorite 1.63353316889e-05 
49054 JJ analytical-instruments 1.63353316889e-05 
49055 JJ high-handed 1.63353316889e-05 
49056 JJ transitional 3.26706633778e-05 
49057 JJ slimy 1.63353316889e-05 
49058 JJ worst-case 1.63353316889e-05 
49059 JJ Lucullan 1.63353316889e-05 
49060 JJ six-month 0.000718754594312 
49061 JJ spiked 3.26706633778e-05 
49062 JJ common 0.00542333012072 
49063 JJ child-parent 1.63353316889e-05 
49064 JJ unfettered 1.63353316889e-05 
49065 JJ crude-oil 1.63353316889e-05 
49066 JJ unsentimental 1.63353316889e-05 
49067 JJ keyless 3.26706633778e-05 
49068 JJ nonrecurring 1.63353316889e-05 
49069 JJ still-undeveloped 1.63353316889e-05 
49070 JJ cynical 6.53413267556e-05 
49071 JJ biannual 1.63353316889e-05 
49072 JJ bank-fraud 1.63353316889e-05 
49073 JJ overburdened 1.63353316889e-05 
49074 JJ individual 0.00171520982734 
49075 JJ large-capitalization 3.26706633778e-05 
49076 JJ 11th 3.26706633778e-05 
49077 JJ forthcoming 6.53413267556e-05 
49078 JJ League-sponsored 1.63353316889e-05 
